#,施設名,ステータス（表示用）,ステータス,キャリア,所在地,緯度,経度,マッピング上の特記事項,提供サービス,開設時間,定休日,対象者,利用に関する特記事項,出典,出典確認日時,都道府県,市区町村,地名以下
1,ドコモショップ厚別西店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市厚別区 厚別西2条5丁目3-13,43.0508643,141.4705862,,充電,10:00 - 19:00,第3水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市厚別区,厚別西2条5丁目3-13
2,ドコモショップキャポ大谷地店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市厚別区 大谷地東3丁目3-20,43.0262056,141.4540138,,充電,10:00 - 20:00,無休,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市厚別区,大谷地東3丁目3-20
3,ドコモショップ新札幌店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市厚別区 厚別中央2条5丁目2-30 新札幌ジェムシティ1F,43.0386813,141.470476,,充電,10:00 - 19:00,第2木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市厚別区,厚別中央2条5丁目2-30 新札幌ジェムシティ1F
4,ドコモショップあいの里店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市北区 あいの里1条5-1-10,43.1556552,141.3974474,,充電,10:00 - 20:00（土曜・日曜・祝日は10:00 - 19:00）,第2木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市北区,あいの里1条5-1-10
5,ドコモショップ麻生店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市北区 麻生町4丁目12-13 Sato BLD. 1F,43.111292,141.33873,,充電,10:00 - 19:00,第2水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市北区,麻生町4丁目12-13 Sato BLD. 1F
6,ドコモショップ札幌北大通り店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市北区 北21条西4丁目2-28,43.0869425,141.3441591,,充電,10:00 - 19:00,第2木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市北区,北21条西4丁目2-28
7,ドコモショップ篠路店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市北区 篠路3条4丁目1-1,43.144535,141.3575655,,充電,10:00 - 19:00,第3火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市北区,篠路3条4丁目1-1
8,ドコモショップ新琴似店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市北区 新琴似7条10丁目4-20,43.1180904,141.3207227,,充電,10:00 - 19:00,第3水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市北区,新琴似7条10丁目4-20
9,ドコモショップ屯田店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市北区 屯田8条2-8-3,43.1402352,141.3433167,,充電,10:00 - 19:00,第2木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市北区,屯田8条2-8-3
10,ドコモショップ美しが丘店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市清田区 美しが丘3条5丁目9-1,42.9813214,141.4533584,,充電,10:00 - 19:00,第3木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市清田区,美しが丘3条5丁目9-1
11,ドコモショップ清田店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市清田区 清田2条1-3-25 第2晃和ビル 1階,43.0053837,141.4305214,,充電,10:00 - 19:00,第2木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市清田区,清田2条1-3-25 第2晃和ビル 1階
12,ドコモショップ平岡店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市清田区 北野4条 5-7,43.0101513,141.4478932,,充電,"10:00 - 20:00

【営業時間変更】
・2018年9月21日（金）：午前10時〜午後10時
・2018年9月22日（土）：午前10時〜午後10時
・2018年9月23日（日）：午前10時〜午後10時 ",第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市清田区,北野4条 5-7
13,ドコモショップ北郷店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市白石区 北郷5条7-1-30,43.0563955,141.4256647,,充電,10:00 - 19:00,第3水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市白石区,北郷5条7-1-30
14,ドコモショップ白石中央店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市白石区 中央2条6-10-23,43.0535589,141.4022117,,充電,10:00 - 19:00,"第2木曜

【臨時営業日】
2018年12月13日（木）

【臨時休業日】
2018年10月17日（水）",,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市白石区,中央2条6-10-23
15,ドコモショップ南郷店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市白石区 南郷通8丁目北2ー25 第3タヂカビル1F,43.0396633,141.4134224,,充電,10:00 - 19:00,第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市白石区,南郷通8丁目北2ー25 第3タヂカビル1F
16,ドコモショップ東札幌店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市白石区 東札幌3条4丁目 1-1,43.0498005,141.3891771,,充電,10:00 - 19:00,"第3水曜

【臨時営業日】
2018年9月19日（水）",,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市白石区,東札幌3条4丁目 1-1
17,ドコモショップAPiA店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市中央区 北5条西3 札幌駅南口広場地下街,43.0677411,141.3510528,,充電,10:00 - 20:00（地震の影響により20:00までの営業）,無休,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市中央区,北5条西3 札幌駅南口広場地下街
18,ドコモショップ石山通店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市中央区 南23条西11丁目2-3 北海建工ビル1F,43.028874,141.344846,,充電,10:00 - 19:00,第3木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市中央区,南23条西11丁目2-3 北海建工ビル1F
19,ドコモショップ大通ビッセ店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市中央区 大通西3丁目7 北洋大通センター 3階,43.0612484,141.3527069,,充電,"11:00 - 20:00

【営業時間変更】
2018年10月20日（土）：11:00 - 17:00",第2水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市中央区,大通西3丁目7 北洋大通センター 3階
20,ドコモショップ札幌駅前通チカホ店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市中央区 北2条西3丁目1-20 sitatte sapporo 地下1F,43.064211,141.3515341,,充電,11:00 - 20:00,無休,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市中央区,北2条西3丁目1-20 sitatte sapporo 地下1F
21,ドコモショップ札幌店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市中央区 南1条西1丁目4 大成札幌ビル1F,43.0597577,141.3561951,,充電,11:00 - 20:00（土曜・日曜：10:00 - 19:00）,第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市中央区,南1条西1丁目4 大成札幌ビル1F
22,ドコモショップサッポロファクトリー店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市中央区 北2条東4 サッポロファクトリー・フロンティア館 2階,43.0640225,141.3626102,,充電,10:00 - 20:00,"無休

【臨時休業日】
2018年10月11日（木）
2018年11月8日（木）
2019年2月14日（木）",,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市中央区,北2条東4 サッポロファクトリー・フロンティア館 2階
23,ドコモショップ札幌山鼻店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市中央区 南11条西 16-1-8,43.0448445,141.3332182,,充電,10:00 - 19:00,第2木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市中央区,南11条西 16-1-8
24,ドコモショップススキノ十字街店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市中央区 南4条西3丁目9-4 ススキノ十字街ビル,43.056023,141.353537,,充電,10:00 - 21:00（日曜・祝日：10:00 - 19:00）,第2木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市中央区,南4条西3丁目9-4 ススキノ十字街ビル
25,ドコモショップ桑園店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市中央区 北9条西15丁目28-196 札幌ITフロントビル1階,43.0694226,141.3316287,,充電,10:00 - 19:00,第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市中央区,北9条西15丁目28-196 札幌ITフロントビル1階
26,ドコモショップ中島公園店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市中央区 南9条西6丁目1-25 カームハイツ1F,43.0483539,141.3501121,,充電,10:00 - 19:00,第2木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市中央区,南9条西6丁目1-25 カームハイツ1F
27,ドコモショップポールタウン店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市中央区 南2条西3丁目8 地下街ポールタウン,43.057738,141.3531878,,充電,10:00 - 20:00,無休,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市中央区,南2条西3丁目8 地下街ポールタウン
28,ドコモショップ円山店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市中央区 大通西21丁目1-12,43.0567011,141.3245599,,充電,10:00 - 19:00,第2水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市中央区,大通西21丁目1-12
29,ドコモショップ南大通店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市中央区 南1条西5丁目 郵政福祉札幌第1ビル1F,43.058776,141.34948,,充電,10:00 - 19:00,第2水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市中央区,南1条西5丁目 郵政福祉札幌第1ビル1F
30,ドコモショップ新発寒店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市手稲区 新発寒4条4丁目8-12,43.113734,141.2716779,,充電,10:00 - 19:00,第2水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市手稲区,新発寒4条4丁目8-12
31,ドコモショップ手稲店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市手稲区 前田6条11丁目1-12,43.1264879,141.2540537,,充電,10:00 - 20:00（日曜・祝日：10:00 - 19:00）,第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市手稲区,前田6条11丁目1-12
32,ドコモショップ星置店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市手稲区 星置1条3丁目3-10,43.1333413,141.2109895,,充電,10:00 - 20:00（日曜・祝日：10:00 - 19:00）,第2木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市手稲区,星置1条3丁目3-10
33,ドコモショップ西岡店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市豊平区 西岡3条1丁目4-1,43.0235089,141.3910698,,充電,10:00 - 19:00,第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市豊平区,西岡3条1丁目4-1
34,ドコモショップ美園店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市豊平区 美園3条1丁目1-26,43.0446759,141.3827111,,充電,10:00 - 19:00,第2水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市豊平区,美園3条1丁目1-26
35,ドコモショップ南平岸店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市豊平区 平岸3条12丁目1-23,43.0282414,141.3684826,,充電,10:00 - 19:00,第2水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市豊平区,平岸3条12丁目1-23
36,ドコモショップ琴似店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市西区 琴似1条1丁目6-8 バームハイツ琴似 1階,43.0794928,141.307413,,充電,10:00 - 19:00,第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市西区,琴似1条1丁目6-8 バームハイツ琴似 1階
37,ドコモショップ札幌八軒店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市西区 八軒6条西6丁目1-10,43.0918682,141.3076204,,充電,10:00 - 20:00（日曜・祝日：10:00 - 19:00）,第2木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市西区,八軒6条西6丁目1-10
38,ドコモショップ西町店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市西区 西町南1丁目2-1 千代田発寒橋ビル1F,43.0767382,141.2924647,,充電,10:00 - 20:00（日曜・祝日：10:00 - 19:00）,第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市西区,西町南1丁目2-1 千代田発寒橋ビル1F
39,ドコモショップ宮の沢店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市西区 宮の沢1条5丁目1-7 1階,43.0934972,141.2655268,,充電,10:00 - 19:00,第3水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市西区,宮の沢1条5丁目1-7 1階
40,ドコモショップ北34条東店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市東区 北34条東8丁目1-5,43.104127,141.3584762,,充電,10:00 - 19:00,第2水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市東区,北34条東8丁目1-5
41,ドコモショップ栄町店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市東区 北41条東17丁目2-5,43.1129704,141.3689247,,充電,10:00 - 19:00,第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市東区,北41条東17丁目2-5
42,ドコモショップ札幌光星店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市東区 北7条東8丁目2-5 FA-N7ビル 1階,43.0720947,141.365891,,充電,10:00 - 19:00,第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市東区,北7条東8丁目2-5 FA-N7ビル 1階
43,ドコモショップ苗穂店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市東区 東苗穂2条3丁目5-35,43.0786981,141.4051127,,充電,10:00 - 19:00,第2木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市東区,東苗穂2条3丁目5-35
44,ドコモショップ伏古店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市東区 伏古5条3丁目4-6,43.0878189,141.3931966,,充電,10:00 - 19:00,第3木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市東区,伏古5条3丁目4-6
45,ドコモショップ澄川店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市南区 澄川3条3丁目4-5 ジンビル澄川2 1階,43.0145532,141.3658928,,充電,10:00 - 19:00,第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市南区,澄川3条3丁目4-5 ジンビル澄川2 1階
46,ドコモショップ藤野店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市南区 石山2条9丁目7-53,42.9608447,141.3153984,,充電,10:00 - 19:00,第2水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市南区,石山2条9丁目7-53
47,ドコモショップ真駒内川沿店,通常営業（ドコモ）,通常営業,ドコモ,北海道 札幌市南区 川沿8条2丁目1-2,42.9876698,141.3340045,,充電,10:00 - 19:00,第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,札幌市南区,川沿8条2丁目1-2
48,ドコモショップ網走つくしヶ丘店,通常営業（ドコモ）,通常営業,ドコモ,北海道 網走市 つくしヶ丘1-1-8,43.9970818,144.287759,,充電,10:00 - 19:00,第3水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,網走市,つくしヶ丘1-1-8
49,ドコモショップオホーツク網走店,通常営業（ドコモ）,通常営業,ドコモ,北海道 網走市 新町2丁目2-3,44.020362,144.2558415,,充電,10:00 - 19:00,第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,網走市,新町2丁目2-3
50,ドコモショップオホーツク遠軽店,通常営業（ドコモ）,通常営業,ドコモ,北海道 紋別郡遠軽町 大通北1丁目2-37,44.0596006,143.5236781,,充電,10:00 - 19:00,第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,紋別郡遠軽町,大通北1丁目2-37
51,ドコモショップオホーツク斜里店,通常営業（ドコモ）,通常営業,ドコモ,北海道 斜里郡斜里町 青葉町33-6,43.9014357,144.6630168,,充電,10:00 - 19:00,第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,斜里郡斜里町,青葉町33-6
52,ドコモショップオホーツク店,通常営業（ドコモ）,通常営業,ドコモ,北海道 北見市 とん田西町226-2 ドコモショップオホーツクビル1階,43.7988338,143.8744439,,充電,10:00 - 19:00,第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,北見市,とん田西町226-2 ドコモショップオホーツクビル1階
53,ドコモショップオホーツク東店,通常営業（ドコモ）,通常営業,ドコモ,北海道 北見市 大通東4丁目4,43.80842,143.8990615,,充電,10:00 - 19:00,第1火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,北見市,大通東4丁目4
54,ドコモショップオホーツク美幌店,通常営業（ドコモ）,通常営業,ドコモ,北海道 網走郡美幌町 字稲美68,43.8186936,144.1158912,,充電,10:00 - 19:00,第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,網走郡美幌町,字稲美68
55,ドコモショップオホーツク紋別店,通常営業（ドコモ）,通常営業,ドコモ,北海道 紋別市 落石町4-17-7,44.3653496,143.3366228,,充電,10:00 - 19:00,第2水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,紋別市,落石町4-17-7
56,ドコモショップ端野店,通常営業（ドコモ）,通常営業,ドコモ,北海道 北見市 端野町三区572-1 東武イーストモール店内,43.841309,143.928588,,充電,9:00 - 20:00,無休,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,北見市,端野町三区572-1 東武イーストモール店内
57,ドコモショップ日専連NiCC店,通常営業（ドコモ）,通常営業,ドコモ,北海道 北見市 北2条西3丁目10 ナップスビル1F,43.8042471,143.8926149,,充電,10:00 - 19:00,第3水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,北見市,北2条西3丁目10 ナップスビル1F
58,ドコモショップ朝里店,通常営業（ドコモ）,通常営業,ドコモ,北海道 小樽市 新光2-1-5,43.1744319,141.0581019,,充電,10:00 - 20:00,第2木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,小樽市,新光2-1-5
59,ドコモショップ芦別店,通常営業（ドコモ）,通常営業,ドコモ,北海道 芦別市 北2条西1丁目1番地,43.5203157,142.1855644,,充電,10:00 - 19:00,第2木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,芦別市,北2条西1丁目1番地
60,ドコモショップ石狩店,通常営業（ドコモ）,通常営業,ドコモ,北海道 石狩市 樽川9条1丁目5-1,43.1435754,141.2760173,,充電,10:00 - 19:00,第2木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,石狩市,樽川9条1丁目5-1
61,ドコモショップ岩見沢店,通常営業（ドコモ）,通常営業,ドコモ,北海道 岩見沢市 10条西2丁目1-1,43.1970747,141.7711891,,充電,10:00 - 19:00,第2木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,岩見沢市,10条西2丁目1-1
62,ドコモショップウイングベイ小樽店,通常営業（ドコモ）,通常営業,ドコモ,北海道 小樽市 築港11番 ウィングベイ小樽3番街1F,43.1825605,141.0260108,,充電,10:00 - 20:00,無休,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,小樽市,築港11番 ウィングベイ小樽3番街1F
63,ドコモショップ恵庭店,通常営業（ドコモ）,通常営業,ドコモ,北海道 恵庭市 住吉町1-6-5,42.8752795,141.5831957,,充電,10:00 - 19:00,第2木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,恵庭市,住吉町1-6-5
64,ドコモショップ江別店,通常営業（ドコモ）,通常営業,ドコモ,北海道 江別市 野幌町 26-9,43.0967061,141.5294726,,充電,"10:00 - 20:00

【営業時間変更】
2018年9月21日（金）：10:00 - 22:00
2018年9月22日（土）：10:00 - 22:00
2018年9月23日（日）：10:00 - 22:00",第2木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,江別市,野幌町 26-9
65,ドコモショップ江別野幌店,通常営業（ドコモ）,通常営業,ドコモ,北海道 江別市 野幌若葉町 21-9,43.0858598,141.5291955,,充電,10:00 - 19:00,第2水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,江別市,野幌若葉町 21-9
66,ドコモショップ北広島店,通常営業（ドコモ）,通常営業,ドコモ,北海道 北広島市 中央6丁目11-9,42.979115,141.566531,,充電,10:00 - 19:00,第2水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,北広島市,中央6丁目11-9
67,ドコモショップ栗山店,通常営業（ドコモ）,通常営業,ドコモ,北海道 夕張郡栗山町 中央 2丁目-80-1-1,43.058689,141.7787351,,充電,"10:00 - 20:00

【営業時間変更】
2018年9月21日（金）：10:00 - 20:00
2018年9月22日（土）：10:00 - 20:00
2018年9月23日（日）：10:00 - 20:00",第2水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,夕張郡栗山町,中央 2丁目-80-1-1
68,ドコモショップ砂川店,通常営業（ドコモ）,通常営業,ドコモ,北海道 砂川市 空知太東1条4-360-2,43.534175,141.9201706,,充電,10:00 - 19:00,第2木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,砂川市,空知太東1条4-360-2
69,ドコモショップ空知店,通常営業（ドコモ）,通常営業,ドコモ,北海道 岩見沢市 9条西9丁目1-3,43.1939693,141.7638676,,充電,10:00 - 20:00（日曜・祝日：10:00 - 19:00）,第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,岩見沢市,9条西9丁目1-3
70,ドコモショップ滝川店,通常営業（ドコモ）,通常営業,ドコモ,北海道 滝川市 東町 2-44-8,43.555851,141.9258104,,充電,10:00 - 19:00,第3水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,滝川市,東町 2-44-8
71,ドコモショップ千歳店,通常営業（ドコモ）,通常営業,ドコモ,北海道 千歳市 錦町 3-12-1,42.8229155,141.6433821,,充電,10:00 - 19:00,第3木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,千歳市,錦町 3-12-1
72,ドコモショップ千歳富士店,通常営業（ドコモ）,通常営業,ドコモ,北海道 千歳市 富士 3丁目6-13,42.8407991,141.6293127,,充電,10:00 - 19:00,第3水曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,千歳市,富士 3丁目6-13
73,ドコモショップ花園店,通常営業（ドコモ）,通常営業,ドコモ,北海道 小樽市 花園 3丁目10-11,43.1899425,140.9993506,,充電,10:00 - 20:00（日曜・祝日：10:00 - 19:00）,第2火曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,小樽市,花園 3丁目10-11
74,ドコモショップ美唄店,通常営業（ドコモ）,通常営業,ドコモ,北海道 美唄市 大通西1条北 2-1-28,43.334215,141.860651,,充電,10:00 - 19:00,第2木曜,,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,美唄市,大通西1条北 2-1-28
75,ドコモショップ深川店,通常営業（ドコモ）,通常営業,ドコモ,北海道 深川市 4条9-6,43.7189272,142.0437031,,充電,10:00 - 19:00,"第2水曜

【臨時営業日】
2018年10月10日（水）

【臨時休業日】
2018年10月11日（木）",,,https://www.nttdocomo.co.jp/info/notice/hokkaido/pages/180906_1_d.html,2018-09-14 3:15:40,北海道,深川市,4条9-6
