名称（基本）,名称,緯度,経度,標高 (m),所在地,津波発生時,耐震性,対応している災害,対応していない災害,欲しいもの,足りているもの,困っていること,その他連絡事項,福祉,状況,避難所の種類,状況・避難所の種類（グループ分け用）,開設日時,閉鎖日時,避難者数,避難者数のカウント日時,出典,不明点,更新日時,編集者
御船小学校,（詳細不明）御船小学校,32.7147127,130.8002554,,熊本県 上益城郡御船町 滝川 3,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,詳細不明,,詳細不明,,,,,http://portal.kumamoto-net.ne.jp/town_mifune/kinkyu/pub/default.asp?c_id=11,,2016-04-30 04:39:10 +0900,藤田 周
水越小学校,（詳細不明）水越小学校,32.6865804,130.8693875,,熊本県 上益城郡御船町 水越 2449-4,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,詳細不明,,詳細不明,,,,,http://portal.kumamoto-net.ne.jp/town_mifune/kinkyu/pub/default.asp?c_id=11,,2016-04-30 04:39:10 +0900,藤田 周
小坂小学校,（詳細不明）小坂小学校,32.7265027,130.7749202,,熊本県 上益城郡御船町 小坂 2193-2,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,詳細不明,,詳細不明,,,,,http://portal.kumamoto-net.ne.jp/town_mifune/kinkyu/pub/default.asp?c_id=11,,2016-04-30 04:39:10 +0900,藤田 周
御船高校,（詳細不明）御船高校,32.7152239,130.8051162,,熊本県 上益城郡御船町 木倉 1253,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,詳細不明,,詳細不明,,,,,http://portal.kumamoto-net.ne.jp/town_mifune/kinkyu/pub/default.asp?c_id=11,,2016-04-30 04:39:10 +0900,藤田 周
木倉公民館,（詳細不明）木倉公民館,32.7210623,130.8119518,,熊本県 上益城郡御船町 木倉 812-1,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,詳細不明,,詳細不明,,,,,http://portal.kumamoto-net.ne.jp/town_mifune/kinkyu/pub/default.asp?c_id=11,,2016-04-30 04:39:10 +0900,藤田 周
北田代公民館,（詳細不明）北田代公民館,32.7549988,130.891006,,熊本県 上益城郡御船町 大字田代 748-1,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,詳細不明,,詳細不明,,,,,http://portal.kumamoto-net.ne.jp/town_mifune/kinkyu/pub/default.asp?c_id=11,,2016-04-30 04:39:10 +0900,藤田 周
今城公民館,（詳細不明）今城公民館,32.7201064,130.7870533,,熊本県 上益城郡御船町 滝川 681,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,詳細不明,,詳細不明,,,,,http://portal.kumamoto-net.ne.jp/town_mifune/kinkyu/pub/default.asp?c_id=11,,2016-04-30 04:39:10 +0900,藤田 周
下梅木公民館,（詳細不明）下梅木公民館,32.7062642,130.8350949,,熊本県 上益城郡御船町 滝尾下梅木,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,詳細不明,,詳細不明,,,,,http://portal.kumamoto-net.ne.jp/town_mifune/kinkyu/pub/default.asp?c_id=11,,2016-04-30 04:39:10 +0900,藤田 周
県農業研究センター茶業研究所,（詳細不明）県農業研究センター茶業研究所,32.702098,130.8291595,,熊本県 上益城郡御船町 滝尾 5450,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,詳細不明,,詳細不明,,,,,http://portal.kumamoto-net.ne.jp/town_mifune/kinkyu/pub/default.asp?c_id=11,,2016-04-30 04:39:10 +0900,藤田 周
嘉島町町民体育館,（開設中）【指定】嘉島町町民体育館,32.7416563,130.7562424,,熊本県 上益城郡嘉島町 上島 926,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,指定,指定・開設中,,,,,http://www.town.kashima.kumamoto.jp/q/aview/52/794.html#hinanjo,,2016-04-30 04:39:10 +0900,藤田 周
嘉島中学校グラウンド,（開設中）【自主】嘉島中学校グラウンド,32.742671,130.757192,,熊本県 上益城郡嘉島町 上島 887,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,自主,自主・開設中,,,,,http://www.town.kashima.kumamoto.jp/q/aview/52/794.html#hinanjo,,2016-04-30 04:39:10 +0900,藤田 周
嘉島町役場駐車場,（開設中）【自主】嘉島町役場駐車場,32.740291,130.757356,,熊本県 上益城郡嘉島町 上島 530,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,自主,自主・開設中,,,,,http://www.town.kashima.kumamoto.jp/q/aview/52/794.html#hinanjo,,2016-04-30 04:39:10 +0900,藤田 周
嘉島町民会館駐車場,（開設中）【自主】嘉島町民会館駐車場,32.740124,130.758519,,熊本県 上益城郡嘉島町 上島 545,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,自主,自主・開設中,,,,,http://www.town.kashima.kumamoto.jp/q/aview/52/794.html#hinanjo,,2016-04-30 04:39:10 +0900,藤田 周
嘉島東小学校駐車場,（開設中）【自主】嘉島東小学校駐車場,32.7490587,130.7675,,熊本県 上益城郡嘉島町 上六嘉 2063,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,自主,自主・開設中,,,,,http://www.town.kashima.kumamoto.jp/q/aview/52/794.html#hinanjo,,2016-04-30 04:39:10 +0900,藤田 周
嘉島西小学校駐車場,（開設中）【自主】嘉島西小学校駐車場,32.7428173,130.7416102,,熊本県 上益城郡嘉島町 上島 1919-2,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,自主,自主・開設中,,,,,http://www.town.kashima.kumamoto.jp/q/aview/52/794.html#hinanjo,,2016-04-30 04:39:10 +0900,藤田 周
子育て支援センター,（開設中）【自主】子育て支援センター,32.740779,130.758439,,熊本県 上益城郡嘉島町 上島 551,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,自主,自主・開設中,,,,,http://www.town.kashima.kumamoto.jp/q/aview/52/794.html#hinanjo,,2016-04-30 04:39:10 +0900,藤田 周
東老人憩いの家,（開設中）【自主】東老人憩いの家,32.7438648,130.7694724,,熊本県 上益城郡嘉島町 上六嘉 2431-2,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,自主,自主・開設中,,,,,http://www.town.kashima.kumamoto.jp/q/aview/52/794.html#hinanjo,,2016-04-30 04:39:10 +0900,藤田 周
北甘木公園,（開設中）【自主】北甘木公園,32.743674,130.78409,,熊本県 上益城郡嘉島町 北甘木 771,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,自主,自主・開設中,,,,,http://www.town.kashima.kumamoto.jp/q/aview/52/794.html#hinanjo,,2016-04-30 04:39:10 +0900,藤田 周
下六嘉公民館,（開設中）【自主】下六嘉公民館,32.751292,130.769779,,熊本県 上益城郡嘉島町 下六嘉 3592,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,自主,自主・開設中,,,,,http://www.town.kashima.kumamoto.jp/q/aview/52/794.html#hinanjo,,2016-04-30 04:39:10 +0900,藤田 周
井寺公民館,（開設中）【自主】井寺公民館,32.7529,130.77759,,熊本県 上益城郡嘉島町 井寺 2889,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,自主,自主・開設中,,,,,http://www.town.kashima.kumamoto.jp/q/aview/52/794.html#hinanjo,,2016-04-30 04:39:10 +0900,藤田 周
文化センター,（開設中）【自主】文化センター,32.735487,130.764115,,熊本県 上益城郡嘉島町 上六嘉 917,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,自主,自主・開設中,,,,,http://www.town.kashima.kumamoto.jp/q/aview/52/794.html#hinanjo,,2016-04-30 04:39:10 +0900,藤田 周
剣神社横（北甘木）,（開設中）【自主】剣神社横（北甘木）＜詳細位置不明＞,,,,熊本県 上益城郡嘉島町 北甘木,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,自主,自主・開設中,,,,,http://www.town.kashima.kumamoto.jp/q/aview/52/794.html#hinanjo,詳細位置不明,2016-04-30 04:39:10 +0900,藤田 周
三郎無田公民館,（開設中）【自主】三郎無田公民館,32.761647,130.755049,,熊本県 上益城郡嘉島町 下六嘉 1681-4,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,自主,自主・開設中,,,,,http://www.town.kashima.kumamoto.jp/q/aview/52/794.html#hinanjo,,2016-04-30 04:39:10 +0900,藤田 周
